ROAD_CLASS,DISTRICT,ACCLOC,TRAFFCTL,VISIBILITY,LIGHT,RDSFCOND,ACCLASS,IMPACTYPE,INVTYPE,INVAGE,INJURY,INITDIR,VEHTYPE,MANOEUVER,DRIVACT,DRIVCOND,DIVISION
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Rain,"Dark, artificial",Wet,Non-Fatal Injury,SMV Other,Passenger,15 to 19,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Collector,Toronto and East York,Intersection Related,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,unknown,Major,South,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Unknown,D51
Collector,Toronto and East York,Intersection Related,Stop Sign,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,unknown,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Etobicoke York,Non Intersection,No Control,Snow,"Dark, artificial",Loose Snow,Non-Fatal Injury,SMV Other,Driver,50 to 54,Major,East,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,D22
Major Arterial,Etobicoke York,Non Intersection,No Control,Snow,"Dark, artificial",Loose Snow,Non-Fatal Injury,SMV Other,Passenger,65 to 69,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,East,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Inattentive,D41
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,East,"Automobile, Station Wagon",Slowing or Stopping,Driving Properly,Normal,D41
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,35 to 39,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Passenger,unknown,Minimal,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Major Arterial,Toronto and East York,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,40 to 44,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,Non Intersection,No Control,Rain,"Dark, artificial",Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,70 to 74,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Scarborough,Intersection Related,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Driver,35 to 39,Major,North,"Automobile, Station Wagon",Going Ahead,Other,Unknown,D42
Major Arterial,Scarborough,Intersection Related,Traffic Signal,Rain,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,55 to 59,Fatal,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,North York,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,20 to 24,Major,North,"Automobile, Station Wagon",Going Ahead,Exceeding Speed Limit,Unknown,D31
Major Arterial,North York,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,40 to 44,Minimal,South,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D31
Major Arterial,North York,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,35 to 39,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,North York,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,10 to 14,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,North York,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Passenger,5 to 9,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,North York,Non Intersection,Traffic Signal,Clear,Daylight,Dry,Fatal,Angle,Driver,65 to 69,Fatal,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Toronto and East York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,West,"Bus (Other) (Go Bus, Gray Coa",Going Ahead,Driving Properly,Normal,D14
Major Arterial,Toronto and East York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,30 to 34,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D14
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,35 to 39,Major,East,"Automobile, Station Wagon",Stopped,Speed too Fast For Condition,"Ability Impaired, Alcohol",D43
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Driver,55 to 59,Minor,East,Intercity Bus,Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,20 to 24,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,35 to 39,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D43
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Dark,Dry,Non-Fatal Injury,Rear End,Passenger,15 to 19,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D43
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Pedestrian,40 to 44,Fatal,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,"Dark, artificial",Wet,Fatal,Pedestrian Collisions,Driver,60 to 64,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D23
Minor Arterial,Scarborough,Non Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,West,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Normal,D42
Minor Arterial,Toronto and East York,At Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,SMV Other,Truck Driver,60 to 64,Major,East,Tow Truck,Pulling Onto Shoulder or towardCurb,Lost control,Medical or Physical Disability,D55
Local,Etobicoke York,Intersection Related,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,55 to 59,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D12
Local,Etobicoke York,Intersection Related,No Control,Rain,Dark,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,60 to 64,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D12
Major Arterial,North York,Non Intersection,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Driver,65 to 69,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,Normal,D33
Major Arterial,North York,Non Intersection,No Control,Snow,Dark,Wet,Non-Fatal Injury,SMV Other,Other,unknown,Major,Unknown,"Automobile, Station Wagon",Parked,Driving Properly,Normal,D33
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D33
Major Arterial,North York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,85 to 89,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D33
Major Arterial,Toronto and East York,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Driver,35 to 39,Major,North,Pick Up Truck,Turning Right,Failed to Yield Right of Way,Unknown,D55
Major Arterial,Toronto and East York,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Cyclist Collisions,Cyclist,55 to 59,Major,North,Bicycle,Turning Right,Driving Properly,Normal,D55
Major Arterial,Toronto and East York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,30 to 34,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Toronto and East York,Non Intersection,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,30 to 34,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D51
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,50 to 54,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,50 to 54,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,15 to 19,Major,South,"Automobile, Station Wagon",Turning Left,Improper Turn,Normal,D53
Major Arterial,Toronto and East York,At Intersection,Traffic Signal,Clear,Daylight,Wet,Non-Fatal Injury,Turning Movement,Driver,30 to 34,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D53
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,20 to 24,Major,North,Pick Up Truck,Going Ahead,Driving Properly,Normal,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Major,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,D22
Major Arterial,Scarborough,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,65 to 69,Major,East,"Automobile, Station Wagon",Going Ahead,Following too Close,Inattentive,D42
Major Arterial,Scarborough,Intersection Related,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Rear End,Driver,50 to 54,Major,East,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D42
Minor Arterial,Toronto and East York,Intersection Related,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,Driver,45 to 49,Minor,North,"Automobile, Station Wagon",Going Ahead,Lost control,Unknown,D55
Minor Arterial,Toronto and East York,Intersection Related,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,Driver,30 to 34,Minor,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D55
Minor Arterial,Toronto and East York,Intersection Related,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,Passenger,25 to 29,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D55
Minor Arterial,Toronto and East York,Intersection Related,No Control,Clear,"Dark, artificial",Wet,Non-Fatal Injury,Approaching,Passenger,25 to 29,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D55
Collector,Scarborough,Non Intersection,No Control,Clear,Dusk,Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,South,Pick Up Truck,Going Ahead,Lost control,"Ability Impaired, Alcohol Over .08",D42
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,25 to 29,Major,West,"Automobile, Station Wagon",Turning Left,Failed to Yield Right of Way,Inattentive,D31
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Daylight, artificial",Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,65 to 69,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D31
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Dawn,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,70 to 74,Major,South,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Dawn,Dry,Non-Fatal Injury,Pedestrian Collisions,Passenger,60 to 64,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Major Arterial,Scarborough,Non Intersection,No Control,Clear,Dawn,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,55 to 59,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D42
Collector,North York,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Major,West,"Automobile, Station Wagon",Reversing,Other,Normal,D53
Collector,North York,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,30 to 34,Major,South,"Automobile, Station Wagon",Stopped,Other,Normal,D53
Collector,North York,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,55 to 59,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D53
Collector,North York,At/Near Private Drive,No Control,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Passenger,30 to 34,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D53
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,65 to 69,Minor,North,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Inattentive,NSA
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,West,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,NSA
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,45 to 49,Major,West,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,60 to 64,Major,South,Municipal Transit Bus (TTC),Going Ahead,Driving Properly,Normal,D23
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Driver,60 to 64,Major,East,Municipal Transit Bus (TTC),Going Ahead,Disobeyed Traffic Control,Inattentive,D22
Major Arterial,Etobicoke York,At Intersection,Traffic Signal,Clear,Daylight,Dry,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,45 to 49,Major,North,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Minor Arterial,Etobicoke York,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Driver,20 to 24,Major,South,"Automobile, Station Wagon",Going Ahead,Lost control,Inattentive,D22
Minor Arterial,Etobicoke York,Intersection Related,No Control,Clear,"Dark, artificial",Dry,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D22
Minor Arterial,Scarborough,Intersection Related,No Control,Snow,Dark,Ice,Non-Fatal Injury,SMV Other,Driver,35 to 39,Minor,South,"Automobile, Station Wagon",Going Ahead,Speed too Fast For Condition,Inattentive,D41
Minor Arterial,Scarborough,Intersection Related,No Control,Snow,Dark,Ice,Non-Fatal Injury,SMV Other,Passenger,30 to 34,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Minor Arterial,Scarborough,Intersection Related,No Control,Snow,Dark,Ice,Non-Fatal Injury,SMV Other,Passenger,35 to 39,Minor,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Minor Arterial,Scarborough,Intersection Related,No Control,Snow,Dark,Ice,Non-Fatal Injury,SMV Other,Passenger,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D41
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,50 to 54,Major,South,"Automobile, Station Wagon",Going Ahead,Disobeyed Traffic Control,Unknown,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Driver,40 to 44,Major,West,Intercity Bus,Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,60 to 64,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,North York,At Intersection,Traffic Signal,Clear,"Dark, artificial",Dry,Non-Fatal Injury,Angle,Passenger,20 to 24,Major,East,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D32
Major Arterial,Scarborough,Intersection Related,Traffic Signal,Snow,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,65 to 69,Major,West,"Automobile, Station Wagon",Going Ahead,Lost control,Medical or Physical Disability,D41
Major Arterial,Scarborough,Intersection Related,Traffic Signal,Snow,Daylight,Wet,Non-Fatal Injury,Rear End,Driver,40 to 44,Minor,West,"Automobile, Station Wagon",Stopped,Driving Properly,Normal,D41
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Driver,80 to 84,Major,West,"Automobile, Station Wagon",Reversing,Other,Unknown,D13
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,25 to 29,Major,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D13
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,0 to 4,Minor,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D13
Major Arterial,Etobicoke York,Non Intersection,No Control,Clear,Daylight,Wet,Non-Fatal Injury,Pedestrian Collisions,Pedestrian,0 to 4,Major,Unknown,"Automobile, Station Wagon",Going Ahead,Driving Properly,Normal,D13
